title,location,Price,category
Protein Healthy Food,Irbid,51,"['Healthy', 'Salads', 'Seafood']"
Alsonbolah Sweet (Al Hay Alsharqy),Jerash,46,['Desserts']
Sade Cafe,Irbid,82,"['Burgers', 'Salads', 'Sandwiches ']"
Juiced,Umm Qays,89,"['Juices', 'Healthy', 'Beverages']"
Monet Amal O Abeer,Ajloun,19,"['Speciality Store', 'Fruits & Vegetables']"
Bite Box,Madaba,68,"['Italian', 'Pizza', 'Calzone']"
Shawarma Times,Amman,95,"['Sandwiches ', 'Shawarma & Doner', 'Snacks']"
F&G Station,Al Kafrayn,49,"['Healthy', 'Snacks', 'Sandwiches ']"
Palestine juices,Māḩiş,21,"['Juices', 'Healthy']"
Ever Green Flowers,Al Azraq ash Shamālī,20,['Flowers']
Grillo,Dana,71,"['Shawarma & Doner', 'Sandwiches ']"
Hommosani,Al Quwayrah,23,"['Arabic', 'Falafel']"
WaffleLab,Wadi Rum,33,"['Crepes and Waffles', 'Desserts']"
Samer Restaurant,Al Burj,51,"['Arabic', 'Falafel', 'Sandwiches ']"
High Fit Fitness Center,Madaba,83,['Healthy']
Abu Shaker For Juices And Fruit Salads,Aqaba,57,"['Healthy', 'Beverages']"
M.M Broasted,Al Ḩayy,87,['Fried Chicken']
Boston Cream,Al Rama,34,['Desserts']
AL-Deafa Butcher Shop,Al Khuraybah,64,"['Speciality Store', 'Fresh Meat & Fish']"
The Coffee Chamber,Ajloun,10,"['Beverages', 'Breakfast', 'Desserts']"
Allatha Aldemashqea,Jerash,96,['Shawarma & Doner']
Hittin International Bakeries,Umm Qays,73,"['Speciality Store', 'Bread & Bakery']"
Joud Al Demashqi,Al Qasţal,61,"['Arabic', 'Breakfast', 'Pastries']"
Moajanat Allode,Kufayrāt Abū Khīnan,73,['Pastries']
Tarweeha Supermarket,Al Khuraybah,57,"['Grocery ', 'Supermarket']"
Carrot & Broccoli,Ad Dimnah,100,"['Mandi', 'Healthy']"
B Lebanese Bakery,Al Azraq ash Shamālī,13,"['Lebanese', 'Manaqeesh', 'Breakfast']"
Reverse Cafe,Al Ḩayy,36,"['Crepes and Waffles', 'Desserts']"
Al Mohandes Vegetables,Ash Shūnah ash Shamālīyah,32,"['Speciality Store', 'Fruits & Vegetables']"
Kebdaki,Kerak,65,['Arabic']
Sushi land,Dana,80,['Sushi']
Alban Alkhalid,Shūnat Nimrīn,98,['Speciality Store']
The Volcano Restaurant,Dana,16,"['Jordanian', 'Pastries']"
Lyklar Coffee,Dana,14,"['Cakes and Desserts', 'Juices']"
People Dedicated To Quality,Kerak,94,"['International', 'American']"
Manaqeesh Teta,Jerash,43,"['Pastries', 'Breakfast', 'Manaqeesh']"
Arthur's Mistress,Māḩiş,28,"['Burgers', 'Sandwiches ', 'American']"
Shawrma Lhb Ala Alhatab,Az Zarqa,90,"['Fried Chicken', 'Shawarma & Doner', 'Sandwiches ']"
Puffy & Fluffy,Al Rama,69,"['Pastries', 'Jordanian', 'Bakery and Cakes']"
Abu AlZeek,Al Ḩayy,50,"['Sandwiches ', 'Snacks']"
Kuala Shawarma,Māḩiş,86,"['Sandwiches ', 'Jordanian', 'Shawarma & Doner']"
Soul Food Express,Al Kafrayn,51,"['American', 'Burgers']"
THAT'S WHAT SHE SAID,Madaba,83,"['Burgers', 'Salads', 'Sandwiches ']"
Nola Restaurant,Wadi Musa,85,"['Burgers', 'Fast Food', 'Sandwiches ']"
Zahrat Nablus Sweets,Umm Uthainah,93,['Desserts']
My Home Kitchen,Al Ḩayy,19,"['Arabic', 'Salads']"
New Star,Bayyūḑah,83,"['Arabic', 'Grills']"
House Of Curry,Abū al Lasan,34,"['Indian', 'International', 'Asian']"
Hadaeq Al Sultan Sweets,Irbid,88,['Desserts']
4 Guys,Al Azraq ash Shamālī,39,"['Grills', 'American', 'Burgers']"
Waffle Box,Ajloun,40,['Crepes and Waffles']
Fuel Coffee House,Az Zarqa,80,['Beverages']
Manqushat Jud Wryan,Al Quwayrah,14,"['Breakfast', 'Pastries']"
Alrawabi,Madaba,55,['Arabic']
Vera's Cake And More,Māḩiş,14,['Desserts']
Bozoureyet Al za3fran,Al Azraq ash Shamālī,81,['Speciality Store']
Donuttery.,Wadi Musa,62,"['Donuts', 'Desserts']"
Wazal Lebnan,Abū al Lasan,35,"['Shawarma & Doner', 'Snacks']"
Mo3jnat Al khateeb,Amman,86,"['Arabic', 'Breakfast', 'Manaqeesh']"
Cookienzi,Ash Shūnah ash Shamālīyah,31,"['Arabic', 'Desserts', 'Healthy']"
Uncle Osaka,Al Quwayrah,23,['Desserts']
Spain House Restaurant,Bayyūḑah,32,"['Burgers', 'Shawarma & Doner', 'Snacks']"
Alfredo Lebanese Bakery,Abū al Lasan,63,"['Lebanese', 'Pastries', 'Pizza']"
Italian Pizza Home,Māḩiş,95,"['Pizza', 'Salads', 'Pasta']"
Msakhan Baladna,Abū al Lasan,84,['Arabic']
Pink Sugar,Ash Shumaysānī,34,"['Beverages', 'Desserts']"
Safiha & Manoucheh,Ţāb Kirā‘,71,"['Arabic', 'Breakfast', 'Pastries']"
Falafel Nab3et Tabarbour,Al Maşţabah,90,"['Sandwiches ', 'Arabic', 'Breakfast']"
Bar Thirteen,Al Quwayrah,87,"['Grills', 'International', 'Salads']"
Make Your Own Burger,Al Kafrayn,28,"['Burgers', 'International', 'Jordanian']"
KADO,Wadi Rum,80,['Speciality Store']
Al Ameed Coffee,Shūnat Nimrīn,83,"['Speciality Store', 'Coffee & Tea']"
Ishrab Zanjabeel Al Ajeeb,Al Azraq ash Shamālī,64,"['Juices', 'Desserts', 'Beverages']"
Shorty's,Umm Uthainah,100,"['Healthy', 'Snacks', 'Sandwiches ']"
Slush Makers,Ţāb Kirā‘,31,"['Juices', 'Desserts']"
Saj Al Ajouzeh,Māḩiş,33,"['Arabic', 'Sandwiches ']"
Kaila Ever green Flowers,Shūnat Nimrīn,20,['Flowers']
Segafredo,Umm al Kundum,64,"['Italian', 'Beverages', 'Breakfast']"
Cake Away,Aţ Ţayyibah,18,"['Desserts', 'Crepes and Waffles']"
Occasionshouse.com,Ajloun,20,['Speciality Store']
Pizza Bet Jidde,Amman,30,"['Pizza', 'Pastries']"
Abu Hamoudeh Al Oustoura Restaurant,Ad Dimnah,93,"['Arabic', 'Grills']"
Moajnat Beauty Cake,Dana,75,"['Pastries', 'Pizza', 'Breakfast']"
Ghina,Al Rama,91,['Arabic']
CANNOLI Restaurant and Cafe,Amman,17,['Sandwiches ']
safa al qamar restaurant,Aqaba,96,"['Arabic', 'Jordanian']"
Media Cafe,Al Khuraybah,37,"['Arabic', 'Burgers']"
Bas Mankosha,Māḩiş,72,['Arabic']
Khan Beirut,Al Khuraybah,29,"['Lebanese', 'Arabic']"
Jawharit Mo3ajanat Armenia,Ţāb Kirā‘,14,"['Arabic', 'Manaqeesh', 'Pastries']"
Rainbow for Mobile,Wadi Rum,24,['Speciality Store']
ZINGERON,Al Ḩayy,89,"['Fast Food', 'Snacks', 'Sandwiches ']"
Manaqish Lubnania W Pizza,Al Khuraybah,81,"['Arabic', 'Pastries', 'Pizza']"
Al Ramli Restaurant,‘Ayn Amūn,79,"['Arabic', 'Breakfast', 'Falafel']"
Mr Shawerma,Ash Shūnah ash Shamālīyah,13,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Street 99 Shawarma,"Abdoun, Amman",17,['Shawarma & Doner']
Alhanini Broasted,Al Azraq ash Shamālī,79,"['American', 'Grills']"
Saya Pastries,Wadi Rum,18,"['Breakfast', 'Pastries']"
Fries Time,Ma‘ān,84,"['Arabic', 'International', 'Jordanian']"
Abu Ibrahim Restaurant,Umm Qays,96,"['Falafel', 'Breakfast']"
Snack Box Vip,Aqaba,76,"['Sandwiches ', 'Shawarma & Doner', 'Snacks']"
Mo3jnat Sawa Rbeena,Bayyūḑah,98,"['Pastries', 'Pizza']"
Jam3et 3eltna,Umm Qays,37,"['Arabic', 'Falafel']"
Mukhalalat Om Khalid,Madaba,51,"['Arabic', 'Vegetarian', 'Grocery ']"
Fruit Box,Bayyūḑah,95,"['Beverages', 'Crepes and Waffles', 'Desserts']"
Bean There Coffee,Ash Shumaysānī,59,"['Beverages', 'Breakfast', 'Grounded Coffee Beans', 'Coffee & Tea']"
Pizza East,Jerash,80,"['Pizza', 'Arabic', 'Italian']"
Badra Health Water,Az Zarqa,17,['Speciality Store']
Lazeez,Kufayrāt Abū Khīnan,77,"['Shawarma & Doner', 'Sandwiches ', 'Fried Chicken']"
Kuba Shamia,Umm Qays,34,['Speciality Store']
Kanari Msakhan & Pastries,Az Zarqa,85,"['Arabic', 'Pastries', 'Jordanian']"
Shawerma Alloush w Fares restaurant,At-Tafilah,59,['Shawarma & Doner']
Lokmades,Al Quwayrah,78,"['Desserts', 'Turkish']"
Harvest Meat And Grills,Al Azraq ash Shamālī,25,"['Burgers', 'Arabic']"
Habet Zatar,Umm Qays,76,"['Pastries', 'Pizza']"
Mirath Poultry,Kufayrāt Abū Khīnan,62,"['Speciality Store', 'Fresh Meat & Fish']"
Malhmet Jebal Al Deyar Al Arabeya,Ţāb Kirā‘,42,"['Arabic', 'Grills']"
AlShamasneh Restaurant,Irbid,42,['Breakfast']
Mano Doner,Ad Dimnah,87,"['Shawarma & Doner', 'Sandwiches ']"
Jameed & Fakharah,Al Kafrayn,44,"['Arabic', 'Grills', 'Mandi']"
Dough Union,Az Zarqa,17,"['Pastries', 'Pizza']"
Adas w Habshtakanato,Ma‘ān,79,"['Arabic', 'International']"
Kabab al naya,Jerash,24,"['Arabic', 'Grills', 'Sandwiches ']"
Crumz,Wadi Rum,38,"['Breakfast', 'Burgers', 'Pastries', 'Pizza', 'Sandwiches ', 'Bread & Bakery']"
Al Sonbolah Bakeries,Irbid,26,"['Speciality Store', 'Bread & Bakery']"
Swani Fukhar & Mashawi Tawasi Restaurant,Abū al Lasan,68,['Arabic']
Mat3mna Wa Bass,Umm al Kundum,43,"['Arabic', 'Desserts', 'Salads']"
Lee's,Aqaba,80,['Sandwiches ']
Kendo Chicken,Al Ḩayy,17,"['Fried Chicken', 'Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Fakhara,Al Rama,65,['Arabic']
Comari Snack,Al Qasţal,95,"['Burgers', 'Fried Chicken', 'Shawarma & Doner']"
Harvest Meat And Grills,Al Kafrayn,75,"['Burgers', 'Arabic']"
Aliens Grocery,Dana,62,"['Grocery ', 'Supermarket']"
Za’afaran Almahabeh restaurant (abu nsair),Sowayma,70,"['Mandi', 'Shawarma & Doner', 'Snacks']"
Falafel Station,Ajloun,70,"['Arabic', 'Falafel', 'Fast Food']"
Fruitaccio,Ash Shumaysānī,76,['Juices']
Mrs. Tokyo,Shūnat Nimrīn,75,"['Asian', 'Chinese', 'Sushi', 'Thai']"
Enas Al Manasrah Restaurant,Sowayma,69,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Nab3 Al Qarewn,"Abdoun, Amman",27,"['Desserts', 'Arabic', 'Crepes and Waffles']"
Zahrat Um Al Somaq Butchery,Ash Shumaysānī,81,"['Speciality Store', 'Fresh Meat & Fish']"
Al-Barakeh Pastries,Ma‘ān,18,"['Pastries', 'Pizza', 'Jordanian']"
Cleos,Wadi Musa,84,"['Italian', 'Pizza', 'Salads']"
Butterfly Chocolate,Ajloun,89,['Desserts']
Ma3roof,Irbid,33,"['Burgers', 'Sandwiches ', 'Jordanian']"
Wings N Things,Ma‘ān,17,"['Burgers', 'Fried Chicken', 'Wings']"
Potato Fries,"Abdoun, Amman",86,['Fast Food']
Falafel 'a Kafek,Aqaba,21,"['Arabic', 'Egyptian', 'Falafel']"
Wardet Al Shamali Kitchen,Aqaba,54,['Arabic']
Arafat Sweets,Al Azraq ash Shamālī,32,"['Desserts', 'Arabic']"
Alban Al Shafi,Az Zarqa,97,['Speciality Store']
Cristal Vegetables And Fruits,Kufayrāt Abū Khīnan,45,"['Speciality Store', 'Fruits & Vegetables']"
Abu Nafi Restaurants,Irbid,48,"['Arabic', 'Pizza', 'Shawarma & Doner']"
Ajban Haneen,Al Quwayrah,71,['Speciality Store']
Fry The Bird,Bayyūḑah,18,"['American', 'Burgers', 'Wings']"
Dr. Foul,Az Zarqa,72,"['Arabic', 'Breakfast']"
Man2owsha W Roll Counter,Aţ Ţayyibah,16,"['Arabic', 'Pastries']"
Pizza W Manaqeesh ElHajjeh Sara,Māḩiş,62,"['Pastries', 'Pizza', 'Jordanian']"
Falafel Al Mahshi,Al Qasţal,15,"['Falafel', 'Sandwiches ', 'Arabic']"
Al M3alem Restaurant,Al Khuraybah,88,"['Shawarma & Doner', 'Snacks', 'Fried Chicken']"
Al Mohandes Butchery,Ajloun,73,"['Speciality Store', 'Fresh Meat & Fish']"
Basman Bakery,Al Khuraybah,33,"['Speciality Store', 'Bread & Bakery']"
Rubu Amman Grills,Al Rama,58,"['Grills', 'Arabic']"
aunt rosa,Ţāb Kirā‘,68,"['Italian', 'Manaqeesh', 'Pizza']"
Red's,Wadi Musa,46,"['International', 'Pasta', 'Burgers']"
Pizza Al Wali,Sowayma,40,"['Pizza', 'Fried Chicken', 'Pasta']"
EBI Sushi bar,Jerash,26,"['Asian', 'Japanese']"
Mr. Donuts,Kerak,43,"['Desserts', 'Donuts', 'Breakfast']"
Medal Pizza,Al Ḩayy,53,"['Italian', 'Pizza']"
ALMATHAQ MANDI,"Abdoun, Amman",53,"['Mandi', 'Arabic', 'Yemeni']"
Top Store,Al Maşţabah,71,['Speciality Store']
Shawerma Al Reef,Aqaba,79,['Shawarma & Doner']
Hokah Fukharat W Tabayekh,Al Quwayrah,44,"['Arabic', 'Beverages', 'Sandwiches ']"
AlBarha Restaurant,Umm al Kundum,94,['Shawarma & Doner']
Al Ruken Al Yemany Restaurant,Kerak,29,"['Arabic', 'Yemeni']"
Sewar Al Qamar,Al Azraq ash Shamālī,42,"['Speciality Store', 'Nuts & Dried Fruit']"
Bayt Salma,Al Quwayrah,53,"['Snacks', 'Juices']"
Lavie,Aqaba,21,"['Beverages', 'Crepes and Waffles', 'Pizza']"
Bent AlAsel Sweets,Madaba,18,['Desserts']
اسواق محمد خير الاستهلاكية - MK,Sowayma,84,"['Grocery ', 'Supermarket']"
Manga Fruits & Vegetables,Shūnat Nimrīn,25,"['Speciality Store', 'Fruits & Vegetables']"
Arab Eagles Meat Shop,Kufayrāt Abū Khīnan,22,"['Speciality Store', 'Fresh Meat & Fish']"
Cake & More,Māḩiş,81,['Desserts']
Mo3ajanat Amer W Khaled,Jerash,77,"['Pastries', 'Pizza', 'Breakfast', 'Manaqeesh']"
Dowar Al Bahrye Pastries,Dana,13,"['Pastries', 'Pizza']"
Lolita,Al Maşţabah,75,"['Mexican', 'Salads', 'International']"
Ebda3at Banat,Sowayma,74,"['Desserts', 'Arabic']"
Bait Al Cake AlTarki,"Abdoun, Amman",32,"['Desserts', 'Turkish']"
Durra Markets,Madaba,82,"['Grocery ', 'Supermarket']"
Shawarma Adeeb,Al Khuraybah,88,"['Sandwiches ', 'Shawarma & Doner']"
Hala,Umm al Kundum,86,"['Lebanese', 'Arabic']"
Al Khamira Pastries,Sowayma,30,"['Pastries', 'Jordanian']"
Bawbet Amman,Az Zarqa,91,['Grocery ']
"Shi Shawerma, 7th circle",Ajloun,54,"['Sandwiches ', 'Shawarma & Doner']"
Moajnat Beauty Cake,Madaba,58,"['Pastries', 'Pizza', 'Breakfast']"
Moajanat O Pizza AlZaeem,Al Khuraybah,24,"['Pastries', 'Pizza']"
Shawerma Emwas,Shūnat Nimrīn,38,"['Shawarma & Doner', 'Snacks', 'Sandwiches ']"
Fries Time,Madaba,48,"['Arabic', 'International', 'Jordanian']"
Fume Coffee House,‘Ayn Amūn,45,"['Beverages', 'Juices']"
The Good Cookie,Māḩiş,42,['Desserts']
Shami BarBar Sweets,Wadi Musa,18,"['Arabic', 'Desserts']"
Snaccident,Umm Qays,64,"['Fast Food', 'Shawarma & Doner', 'Sandwiches ']"
Bricklane Restaurant and Pub,Madaba,68,"['International', 'Snacks', 'Sandwiches ']"
Rayet Al Ezz,Māḩiş,18,"['Arabic', 'Fried Chicken', 'Shawarma & Doner']"
Snack Titan,Wadi Musa,13,"['American', 'Burgers']"
Ata Ali Sweets,Al Azraq ash Shamālī,47,['Arabic']
Tatlish Sweets,At-Tafilah,99,"['Desserts', 'Donuts']"
Helium Flowers And Balloons,Aqaba,94,['Flowers']
NUR Lebanese by Fairmont Amman,Wadi Rum,75,"['Arabic', 'Jordanian']"
Harvest Meat And Grills,Ţāb Kirā‘,10,"['Burgers', 'Arabic']"
Lebnani Alshamal,Al Qasţal,53,['Juices']
Golden Leaf Bakery,Umm al Kundum,52,"['Speciality Store', 'Bread & Bakery']"
SHELTER COFFEE DRIVE,Madaba,40,"['Juices', 'Desserts', 'Donuts']"
Arcobaleno Pizza,Māḩiş,58,"['Italian', 'Pizza']"
Seher Al Baryeh,Jerash,22,"['Sandwiches ', 'Shawarma & Doner', 'Snacks']"
Anwar Meeca Bakery,Wadi Musa,54,['Bakery and Cakes']
Mood Box,At-Tafilah,96,"['Juices', 'Snacks', 'Sandwiches ']"
Hello Sweetness,Irbid,61,['Desserts']
Om AlSoumaq Bakery,Ţāb Kirā‘,58,"['Speciality Store', 'Bread & Bakery']"
ِAbu Monther Restaurant,Aţ Ţayyibah,92,['Breakfast']
Bon Al Azayzah,Al Quwayrah,68,"['Speciality Store', 'Coffee & Tea']"
Sallys,Aţ Ţayyibah,45,['Desserts']
Cappado,Irbid,11,"['Burgers', 'Pizza', 'Sandwiches ']"
Al Masri Hardware Stores,Abū al Lasan,51,['Speciality Store']
3Mix Shawarma,Aţ Ţayyibah,71,"['Shawarma & Doner', 'Sandwiches ', 'Grills']"
Khaltet Al Fawal Al Jama'a,Madaba,46,"['Arabic', 'Falafel', 'Sandwiches ']"
Jasmine Waffle,Ash Shumaysānī,52,"['Crepes and Waffles', 'Desserts', 'International']"
Ibsais Sweets,Al Rama,22,"['Desserts', 'Turkish', 'Arabic']"
Woks N Pots,Ad Dimnah,23,"['Asian', 'Chinese', 'Indian']"
We Farm,Al Ḩayy,46,"['Healthy', 'Beverages', 'Juices']"
Tkiyet Um Ali,Az Zarqa,23,['Charity']
Napoli Cake,Al Maşţabah,12,['Desserts']
Smart Cover Mobile,Ash Shumaysānī,46,['Speciality Store']
Al Tirawi Fruits And Vegetables,Al Maşţabah,75,"['Speciality Store', 'Fruits & Vegetables']"
Army Burger,At-Tafilah,56,['Shawarma & Doner']
Soul Food Express,Umm Qays,64,"['American', 'Burgers']"
Al Zain Restaurant,Abū al Lasan,42,"['Fried Chicken', 'Shawarma & Doner', 'Sandwiches ']"
Fire Box Burger,Al Burj,97,"['Burgers', 'Juices']"
Moajnat Feras,Jerash,96,"['Pastries', 'Breakfast']"
Lava Restaurant,Jerash,51,"['Arabic', 'Grills', 'Jordanian']"
Asli,Al Kafrayn,39,"['Juices', 'Beverages']"
Hekayti burger & calzone,Umm Qays,63,"['Calzone', 'Sandwiches ']"
Muhames W Matahen Al Naser,Wadi Musa,12,"['Speciality Store', 'Nuts & Dried Fruit']"
Zmzm Sweets,Umm Qays,72,"['Desserts', 'Ice Cream', 'Crepes and Waffles']"
Downtown Waffle & Crepe,Ash Shumaysānī,88,"['Crepes and Waffles', 'Desserts']"
Al Mahaba Restaurant,Al Azraq ash Shamālī,37,"['Shawarma & Doner', 'Snacks']"
Suzy's Pizza,Kerak,73,['Pizza']
Loqma,Umm Uthainah,18,"['Crepes and Waffles', 'Desserts', 'Beverages']"
Boston Cream,Amman,47,['Desserts']
Awraq Al Khareef,Kerak,83,"['Shawarma & Doner', 'Snacks']"
Joud Al Demashqi,Jerash,55,"['Arabic', 'Breakfast', 'Pastries']"
Naeem Al Sham Gate Butchery,Amman,67,"['Speciality Store', 'Fresh Meat & Fish']"
Barcelos,Al Ḩayy,82,"['International', 'Sandwiches ', 'Healthy']"
Majnoon La7meh,Ajloun,16,['Shawarma & Doner']
Sharmiran,Kufayrāt Abū Khīnan,50,['Speciality Store']
Alhelo Roastery,Madaba,89,"['Speciality Store', 'Nuts & Dried Fruit']"
Mashakeek Othman,Ajloun,74,"['Arabic', 'Grills']"
Fiction House,Bayyūḑah,46,"['Beverages', 'Breakfast', 'Snacks']"
Nashwan For Fruit And Vegetable,Amman,62,"['Speciality Store', 'Fruits & Vegetables']"
Chicken Shack,Al Burj,63,"['Fried Chicken', 'Sandwiches ', 'Burgers']"
Pizza shop 89,Umm Qays,70,"['Pizza', 'Snacks', 'Italian']"
Sibal Sweets,Ad Dimnah,57,"['Desserts', 'Crepes and Waffles']"
Pinkberry,Abū al Lasan,53,"['Frozen Yogurt ', 'Desserts']"
Almond coffee house Products,Sowayma,92,"['Speciality Store', 'Coffee & Tea']"
Fawzi Alsalti Sweets,Sowayma,65,['Desserts']
Mohammed AlRousan for Honey,Kufayrāt Abū Khīnan,95,['Speciality Store']
Abu Shanab Butchery,Al Maşţabah,52,"['Speciality Store', 'Fresh Meat & Fish']"
FOOD RACE,Ţāb Kirā‘,39,"['Shawarma & Doner', 'Snacks', 'Burgers']"
Fahmaje,Māḩiş,36,"['Shawarma & Doner', 'Snacks']"
WOX,Kufayrāt Abū Khīnan,12,"['Chinese', 'Indian', 'Japanese']"
AlQnater,Umm Qays,76,['Falafel']
Shami BarBar Sweets,Shūnat Nimrīn,83,"['Arabic', 'Desserts']"
Uncle Osaka,Al Ḩayy,22,"['Cakes and Desserts', 'Desserts', 'Japanese']"
Salad Station,Al Ḩayy,38,['Salads']
Section -C,Al Burj,23,"['Fast Food', 'Sandwiches ']"
Omaya Deserts,Sowayma,100,['Desserts']
Buffalo Wings & Rings,"Abdoun, Amman",16,"['American', 'Burgers']"
Mashawi Beeti,Dana,36,"['Arabic', 'Grills', 'Lebanese']"
Al Kokh Fruits,Dana,23,"['Speciality Store', 'Fruits & Vegetables']"
Em Khalid Pickles,Abū al Lasan,94,['Grocery ']
Beit Al Tanour Restaurant,Al Ḩayy,76,"['Arabic', 'Grills']"
Eza Bedak Pastries,Az Zarqa,92,"['Pastries', 'Pizza', 'Breakfast', 'Manaqeesh']"
Owl,Umm Qays,28,"['Burgers', 'Snacks', 'Sandwiches ']"
Zatar & Jubnah Pastries,Sowayma,18,"['Pizza', 'Pastries']"
Baytooti,Ash Shumaysānī,100,"['Arabic', 'Lebanese', 'Jordanian']"
99 Coffee Bar,Aţ Ţayyibah,46,"['Desserts', 'Beverages']"
Amer & Amar Restaurant,Al Ḩayy,95,"['Shawarma & Doner', 'Fried Chicken']"
Secret Spice,Al Khuraybah,26,"['Arabic', 'Healthy', 'Yemeni']"
Mansaf Express,Az Zarqa,34,"['Arabic', 'International', 'Jordanian']"
Almanar Althahaby Butchery,Umm Qays,82,"['Speciality Store', 'Fresh Meat & Fish']"
ِAbu Monther Restaurant,Al Quwayrah,76,['Breakfast']
Lokma Bay,Ţāb Kirā‘,17,"['Desserts', 'Beverages']"
Slow Burning,Wadi Musa,53,"['Mexican', 'Sandwiches ', 'Burgers']"
"In The mix, 3rd Circle",Al Quwayrah,59,"['Juices', 'Desserts']"
Kareem Grills,Al Rama,63,"['Speciality Store', 'Fresh Meat & Fish']"
Pizza And Pastries Al Aqsa,Aqaba,37,"['Pizza', 'Pastries']"
Grilla And Snacky,Māḩiş,69,['Grills']
Alrokon Alshami Restaurant,Al Kafrayn,98,['Breakfast']
Waynes Coffee,Abū al Lasan,92,"['Speciality Store', 'Coffee & Tea']"
Kebdeh W Shata Spicy Chicken Liver,Umm al Kundum,14,"['Jordanian', 'Arabic', 'Fast Food']"
Al Mat3am,At-Tafilah,71,"['Healthy', 'Lebanese', 'Pastries']"
Hindi Mandi,Ash Shumaysānī,73,"['Indian', 'Mandi']"
One`s,Sowayma,57,"['Manaqeesh', 'Pizza', 'Sandwiches ']"
Crunchy Chicken,Ajloun,18,"['Fried Chicken', 'International', 'Jordanian']"
Saba Beirut,Al Azraq ash Shamālī,50,"['Pastries', 'Pizza']"
Fruilati,Jerash,46,"['Crepes and Waffles', 'Juices']"
Shawarma Alraed,Az Zarqa,88,['Shawarma & Doner']
Kubbeh Master,Bayyūḑah,72,"['Frozen Yogurt ', 'Grocery ', 'Arabic']"
Refresh,Ash Shūnah ash Shamālīyah,83,"['Juices', 'Desserts']"
Go Mobile Accessories,Abū al Lasan,18,['Speciality Store']
Luigi's Pizza,Ad Dimnah,29,"['Pizza', 'Wings', 'Pasta']"
Zad Al-Aqaba,Al Quwayrah,27,['Speciality Store']
Ahl Alkheir Restaurant,Ma‘ān,20,"['Sandwiches ', 'Burgers', 'Shawarma & Doner']"
Family Pizza,Umm Qays,23,"['Pizza', 'Pasta']"
Pasta Masta,Irbid,59,['Pasta']
Clash of pizza,Shūnat Nimrīn,96,"['Pizza', 'Snacks', 'Sandwiches ']"
Lumy,"Abdoun, Amman",24,"['Burgers', 'Snacks', 'Sandwiches ']"
Almtamje,Aqaba,61,"['Breakfast', 'Arabic']"
Uchi Sushi,Shūnat Nimrīn,13,"['Seafood', 'Japanese']"
Al Karaz,Al Kafrayn,60,"['American', 'Snacks', 'Sandwiches ']"
AlRamleh - AbuSultan,Ţāb Kirā‘,83,"['Arabic', 'Breakfast', 'Falafel']"
Ayoubi,Ma‘ān,47,"['Arabic', 'Breakfast', 'Yemeni']"
Palestine Mountains Juice,Al Burj,68,"['Beverages', 'Juices', 'Healthy']"
Soft Ice Cream,Al Qasţal,38,"['Ice Cream', 'Frozen Yogurt ', 'Beverages', 'Juices', 'Desserts']"
Quantum Leap,Umm al Kundum,52,['Speciality Store']
PIZZA THYME & MORE,Sowayma,11,"['Pizza', 'Salads']"
Fries,Kufayrāt Abū Khīnan,98,"['Fast Food', 'American']"
Shawrma Alhout,Abū al Lasan,21,"['Shawarma & Doner', 'Sandwiches ', 'Fried Chicken']"
Haboosh Snack,"Abdoun, Amman",84,"['Shawarma & Doner', 'Snacks']"
Arabi al Hanini Restaurant,Dana,64,"['Shawarma & Doner', 'Snacks', 'Burgers']"
Biddi Pizza,Madaba,70,['Pizza']
Shawarma Town,Ţāb Kirā‘,12,['Shawarma & Doner']
Simple,Shūnat Nimrīn,37,['Speciality Store']
The Lunch Box,Madaba,28,"['Pastries', 'Jordanian']"
Food House,Jerash,49,"['Italian', 'Salads', 'Mandi']"
Omer Restaurant,Irbid,94,"['Burgers', 'Falafel', 'Shawarma & Doner']"
Zohour Al Swafiah Restaurant,Umm Qays,84,['Grills']
Yellow Broasted,Māḩiş,80,['Fried Chicken']
HungrySushi,Kufayrāt Abū Khīnan,94,"['Japanese', 'Sushi']"
Papaya Thai Kitchen,Dana,14,['Thai']
ALBarqawi Pastries,Al Maşţabah,55,['Pastries']
Pizza Altaqayna,Umm Uthainah,40,"['Pizza', 'Arabic', 'Pastries']"
Afran,Ash Shumaysānī,76,"['Arabic', 'Lebanese']"
Jannat Alnaeam For Fruit And Vegetable,‘Ayn Amūn,81,"['Speciality Store', 'Fruits & Vegetables']"
shawerma noor el deen/ Marj AL Hamam,Ajloun,38,"['Arabic', 'Mandi']"
Pastificio,Ajloun,78,"['Italian', 'Pasta', 'Seafood']"
WAFY,Al Ḩayy,69,['Charity']
Shawerma Hekaieh,Kerak,15,['Shawarma & Doner']
Shawrma Al Midaan,Shūnat Nimrīn,38,"['Shawarma & Doner', 'Sandwiches ', 'Arabic']"
Tnt Burger,Ash Shūnah ash Shamālīyah,62,['Burgers']
Mataam Turath Falasteen,Irbid,25,"['Arabic', 'Falafel']"
Abu Jareer Pets Shop,Dana,29,['Speciality Store']
Saj Snack,Ash Shumaysānī,97,"['Sandwiches ', 'Burgers', 'Pizza']"
Qalb Lnar,Wadi Musa,59,"['Manaqeesh', 'Pizza', 'Breakfast', 'Fast Food']"
